,title,price,link
68,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Black/1.8 kg) K3502ZA-L502WS  ","70,990",https://amazon.in//ASUS-Vivobook-Intel-Core-Evo-i5-12500H-K3502ZA-L502WS/dp/B09YHCTHDY/ref=sr_1_179?dib=eyJ2IjoiMSJ9.n6lQotXI1RGFEyfp2MlROYxpcG1bx0bM770q3GPKMNOjhdfu_xGxkKIRflGGDmg1og3PlhD1g5xZo3PM4MZmR8NDh86q55G4TvEXPCPGLllm8Gutm_z4W50QaHSGhuliC9VU7oAaC-GYqfcm8vo85PwbpQUJyMquHkkM0MsdMxyir08to-wiLPfNDnMgtag-JVdgz3pCNeN4SMyrtLCZDZ-43KvX7z2bqn6qDLqNvnI.fo4SeDnh7CW3NU9luts7O1xS9Ko6tbeXzR3cr3syFUY&dib_tag=se&keywords=laptop&qid=1722232981&sr=8-179
69,"Dell Inspiron 3520 Laptop,12th Gen Intel Core i3-1215 Processor, 8GB, 512GB SSD, 15.6"" (39.62Cms FHD, Win 11 + MSO'21, Silver, 15 Month McAfee Antivirus, Thin & Light-1.65kg  ","35,390",https://amazon.in//Dell-Inspiron-i3-1215-39-62Cms-D560915WIN9S/dp/B0BH4T1D8X/ref=sr_1_255?dib=eyJ2IjoiMSJ9.ur7N8NHRCWy4FkCuZSoe4QjRmjiD0YZSgHxjCloxgXSfkf4DI9tE4ed74w06zh86iMIDMA2emW57lfyRsSlTe_3QqxyTJh66gYcQEb5Ah-mhyf8yTJfZvuWAosg21QMGUmRDLvQ749BDyPHLzmjF-lZ997up3eCOsoz8_AcRHhW1e5VjjlYrO22-HvhGN7adAEy70WBe85ZiQluMEIl-tbXVFro0MYzu7_OfwGOOZB4.u6iUG3uhbuSY5LAJRRLGaFC9WoVQPYGne0POqGA5xmU&dib_tag=se&keywords=laptop&qid=1722233015&sr=8-255
70,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+ 120Hz, Creator/Gaming Laptop (16GB/512GB/6GB RTX 4050 /Win11/70WHr /Black/1.8 kg), K3605ZU-MB541WS  ","75,990",https://amazon.in//ASUS-Creator-Vivobook-i5-12450H-K3605ZU-MB541WS/dp/B0C5N4K9HB/ref=sr_1_233?dib=eyJ2IjoiMSJ9.7bYOdSJT2HW65IchoGNMRxzsKnL44AKoAEgOMJ-OOXAq9lZUPtLnjknqZb6BdUGI513UxUqhJNVIAFCFMBOLTBLVAMPnsrKEZK28vTPFJvXmWlwTsx9XbebJBk0tMAB533RU8saIDI50uM-aP12dcEJs71-hElQnIBt0UqEqjJGjlREJgs9CPZ9pxciTyVXkiH9Xv_WKRHqH_ISsI7kOqiJkUUB9M48r8CV4kXf9pOw.6qmb32EYeAkyCWAfcSkuJJVWMFuws7wYodBgrpBZ1-Y&dib_tag=se&keywords=laptop&qid=1722233008&sr=8-233
71,"Primebook 4G, 2024(NEW, Wifi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/64GB eMMC Storage, Black)  ","14,990",https://amazon.in//Primebook-4G-Android-MediaTek-MT8788/dp/B0D1Y3MVGL/ref=sr_1_113?dib=eyJ2IjoiMSJ9.ed3pnuabF7Jj-AHSG-arE3ASK8Yc1A02BdZb9b8Cnshk37SF-vSn8M11wcjbwe3GkaaP_CNI5lfLj5M-KSyIX-WLQVaAV5wA5L7IMzOl8ttHXwBReITU217HPie1RBYhSoGIUJdkLeItU1TwJ0ZU25Nk3y9keWohHxCZrbhlZYHga7GP8nCBJlQzs9QVcVyzdrkG4IJY55vv2iuxX9S8da5LEwNlxah87Q6nmo8jbLE.8TVE4sNyvEv-NkU5DapBNpmkYXRjdULpfU6A7IvzXTs&dib_tag=se&keywords=laptop&qid=1722232945&sr=8-113
72,"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.6cm) WUXGA-IPS 300Nit Thin & Light Laptop (16GB/1TB SSD/Win 11/MSO 21/FHD+IR Cam/1Yr ADP Free/3 mon Game Pass/Grey/1.9Kg), 83DC0042IN  ","79,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0ODc2NjgwOTYzMTg3ODczOjE3MjIyMzI5NjE6c3BfbXRmOjMwMDEzNzI0MTA5NTYzMjo6MDo6&url=%2FLenovo-IdeaPad-Built-WUXGA-IPS-83DC0042IN%2Fdp%2FB0CSSPYJWK%2Fref%3Dsr_1_140_sspa%3Fdib%3DeyJ2IjoiMSJ9.9gZfwmd7_ZiUkURcjQ1Ca3ccCjU0K_nxgEclxGa8_c9iR_Egj7tVCKeM75IUwnnxHO72dCEbfm9p3OReCglAHS1S8EGJFbWmwroa_zh0tF0AKuQSvKcjUZocPPgob4GsWenYJl2DR9BxOXEtFOv39Ni8SoYsiZC2Xn9lfq4GPa0DHCzMATweZB4D3uomV8cT6t2jKtZt6baoAdeSjT2GHuS8onP3roBmI_5fw_aNgYE.iR8_pfQd0vLVgWJ2ysJlvulPwKLySS5FYMEai0Hn0K4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232961%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
73,"Dell [Smartchoice] 14 Thin & Light Laptop, Intel 12th Gen Core i5-1235U/8GB/512GB SSD/14.0"" (35.56cm) FHD/Intel UHD Graphics/Spill-Resistant Keyboard/Windows 11 + MSO'21/Black/15 Month McAfee, 1.48kg  ","48,490",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMTg1ODYxNzU1MDYzNDI1OjE3MjIyMzI5NTM6c3BfYnRmOjMwMDEyMDAyMjQzMzgzMjo6MDo6&url=%2FDell-14-Rheinland-Certified-Comfortview%2Fdp%2FB0BQJ7NMVM%2Fref%3Dsr_1_133_sspa%3Fdib%3DeyJ2IjoiMSJ9.D7FXc6Lns10-6jTrag1-hjgulKfZ7wc-jKdaix1AKVu8fORrvKlys_7k0wPjT7tFnxzeUv5Ti066GNnAKlvhJDTW72a5k6UsR7sKFU0DxTEZy1RGJ9ptD0GW9pYRdSo6vPRDPT6Rgs-eKLZxENCDxAALwDHCnGzdhXvOEqIyzUv7L4FtXBnRv39gYqEkdgYIIFmqUcP9EIlrLAa7vfxRSv6szSoCYDxtk2k44nchE8E.Gf9_Q9wlyLSJ5ahvcSgMs_1JR95Bjp4wBgAeA9gcs0M%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232953%26sr%3D8-133-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
74,"(Refurbished) Lenovo ThinkPad P50 Intel Core i7-6820HQ Quad Core Processor Nvidia M1000M 2GB Graphic Laptop (8 GB DDR4 RAM/128 GB SSD/15.6"" (39.62 cm) FHD (1080p)/Windows 10/WiFi/Bluetooth/Webcam)  ","27,790",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3MzEyNDI3OTQ5NTU5NTA2OjE3MjIyMzI5Njc6c3BfYnRmOjMwMDI2MDgxODgzOTczMjo6MDo6&url=%2FRefurbished-Lenovo-i7-6820HQ-Processor-Bluetooth%2Fdp%2FB0D9KNMWTH%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.oOYa1TIVMiYFkMh3NDaiQ_f5XljbN43AQWGHWny9OUsdATnn_l_OPmc_oO4dAv_V3rBh9a1UmwcfMxzbPXmML-0nfIR2xJ05w_K0sjCtkh6dr8Q-jzq37d2TNoF3BbtxdlgKWBTCNyiDQF4d9XF-MmaShalaA9J2al_cOf5QBYgksEFnBHPBS_pkHX6XkwxwdzS1iPoYSMuoFfwgqyGxMIgzH8iFZStWnJkIIDYYtWY.N5JQWSwTxq1vhn1pTg9d3H858vMOjHWOPpi9utr_p4c%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232967%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
75,Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty  ,"27,989",https://amazon.in//Lenovo-V15-3-7320u-Display-Warranty/dp/B09NNQ6DT1/ref=sr_1_195?dib=eyJ2IjoiMSJ9.n6lQotXI1RGFEyfp2MlROYxpcG1bx0bM770q3GPKMNOjhdfu_xGxkKIRflGGDmg1og3PlhD1g5xZo3PM4MZmR8NDh86q55G4TvEXPCPGLllm8Gutm_z4W50QaHSGhuliC9VU7oAaC-GYqfcm8vo85PwbpQUJyMquHkkM0MsdMxyir08to-wiLPfNDnMgtag-JVdgz3pCNeN4SMyrtLCZDZ-43KvX7z2bqn6qDLqNvnI.fo4SeDnh7CW3NU9luts7O1xS9Ko6tbeXzR3cr3syFUY&dib_tag=se&keywords=laptop&qid=1722232981&sr=8-195
76,"(Refurbished) Dell Latitude Laptop 3380 Intel Core i5 Mobile-7th Gen Processor , 64 GB Ram & 128 GB SSD, 13.3 Inches 1.69Kg Notebook Computer  ","32,690",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2OTU1Mjk0MjA3MDA1MDI1OjE3MjIyMzMwMzA6c3BfYXRmX25leHQ6MzAwMTUzMTM5MDY0MTMyOjowOjo&url=%2FRefurbished-Dell-Latitude-Mobile-7th-Processor%2Fdp%2FB0CXX71PKG%2Fref%3Dsr_1_274_sspa%3Fdib%3DeyJ2IjoiMSJ9.YSgS0qxTq8KLZGT9zvKmeHXRrM3h4e9M7hzMCv4YvRZgCxg2dBKN2GpgZ4hKWwqx6LRx6wjAin01qaxOBFNUIYpTtBtMWBr2SPjIvH7Q2jH066ALp3PBBLoFCIOUFM1Zh_-9R76Su166fuaSjsYJZLLlEADUHjmmO1cr_qv3eyK5NJWu26PjWToZVnPzFByM7RXbHmEMXjkZGnEy8G5iS4LXnV3QEWd8pqMnHqryWLc.Umdn9mSsX5lSDNZTsAqYQVMDkkQ-gSDAZUQ5dIeMQJs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722233030%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
77,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg  ","54,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMTg1ODYxNzU1MDYzNDI1OjE3MjIyMzI5NTM6c3BfbXRmOjMwMDEyMDAyMjQzMzIzMjo6MDo6&url=%2FDell-Vostro-Metal-i5-1235U-35-56Cms%2Fdp%2FB0BQJ7WR2R%2Fref%3Dsr_1_123_sspa%3Fdib%3DeyJ2IjoiMSJ9.D7FXc6Lns10-6jTrag1-hjgulKfZ7wc-jKdaix1AKVu8fORrvKlys_7k0wPjT7tFnxzeUv5Ti066GNnAKlvhJDTW72a5k6UsR7sKFU0DxTEZy1RGJ9ptD0GW9pYRdSo6vPRDPT6Rgs-eKLZxENCDxAALwDHCnGzdhXvOEqIyzUv7L4FtXBnRv39gYqEkdgYIIFmqUcP9EIlrLAa7vfxRSv6szSoCYDxtk2k44nchE8E.Gf9_Q9wlyLSJ5ahvcSgMs_1JR95Bjp4wBgAeA9gcs0M%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232953%26sr%3D8-123-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
78,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), ‎FX706HF-HX018W  ","49,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNzE2MjQ0MjgwOTkzMjA0OjE3MjIyMzI5MDU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDAxMTczNDgzMjo6Mjo6&url=%2FASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W%2Fdp%2FB0C27VNNWH%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%253Aamzn1.sym.fc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.XPpqKcPQKs1HqFsmocvu_RfRuamm0wbv1MVAtT3QrsUmAsyfeyPm7f4hmAfu8yYS25677amSr76kOouVTzxgyA.97ROTWuEIIGFCsEFylD9A-PH1j5htXpKtNZ3EBx1hAk%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0C27VNNWH%26pd_rd_r%3D7ee08bdf-187d-4dff-895f-cf4e4d369643%26pd_rd_w%3Dv49BO%26pd_rd_wg%3DE3D4a%26pf_rd_p%3Dfc684e65-c18a-4031-9f8d-e6a2af0c8bfb%26pf_rd_r%3D306MZVJBKPKSSJRWJADF%26qid%3D1722232905%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sr%3D1-19-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
79,"Samsung Galaxy Book2 Pro Intel 12th Gen i5 EvoTM 33.78cm (13.3"") AMOLED Thin & Light Laptop (16 GB/512 GB SSD/Windows 11/MS Office/Backlit KB/Fingerprint Sensor/Silver/0.87Kg), NP930XED-KB3IN  ","72,990",https://amazon.in//Samsung-33-78cm-Windows-Fingerprint-NP930XED-KB3IN/dp/B09V1FDNS9/ref=sr_1_222?dib=eyJ2IjoiMSJ9.eFTtrXb65DLDioX75BC8mpbMkVY-jiXzLzIMKm2rIuomMfLe5D7rFxXkF3wBEQCbiti2KaV3-ej2VUpBvBe7RHNfQhfAmRnLuVB31qF-Eiwvtrw5rzTSA7Z3UD5E2HrtzyGbrRH-rmiM13J7w1JYTXRF3mg1GfVtCp0agmfnx6D_h9OYTTUU7msb99VCQXFeLuv89vpo3dHax9IbDWkDeoMUI5TC8qKeg8gUb5SkhNY.8sgyWN26-LqVbHSyooLI3bPUu2noIv6iWqGUfwUDBy8&dib_tag=se&keywords=laptop&qid=1722233000&sr=8-222
80,"(Refurbished) HP Chromebook C640 10th Gen Intel Core i5 FHD Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64 GB eMMC SSD + 128 GB MicroSD Card/14"" (35.6 cm) FHD/Chrome OS/WiFi/BT/Webcam/Intel Graphics)  ","18,000",https://amazon.in//Refurbished-HP-Chromebook-Touchscreen-Graphics/dp/B0C58DRSF3/ref=sr_1_291?dib=eyJ2IjoiMSJ9.3XhE8oO9NwTShsDV2tahsReFR7YJj3QMi3V70clPFgZC146k8FV8l8fmS0q4aL6FjCobs-582lY2OoM1948Zo09C0x9XPnhnp8skPLNt1Vo1oedgQe2oh-sOdjh9YDGMJkFXD3wp99kZr74sZlC5WjHnh5quHSrHQ56WTE0rDQ4h5m4ZthbZ3XshbQoavcy8NFlVu_Kx7az2YUguv2x1rbU0XusOLTR69xEeRd5TKbI.o5mXlzs3HSg0zDH5ZYnwZxqxLtlF_kCEAuAYpGD2QBM&dib_tag=se&keywords=laptop&qid=1722233036&sr=8-291
81,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","52,499",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_14?dib=eyJ2IjoiMSJ9.T-5ZeLeHYpP9Z6GIqshOgt47oP2y5HDBHNEx0y3kGpKyambZc3jczggDeIKud6hO4lgiTqZbnI_-RtDrREk6_F23mP2ZubaFZso_5cSaqMd51t9S_HDrk19YMlh_WnK8bSo0-3d3oS920Ss-epDsyk2_4ZtrEF2h_2jCVxFcTOVxRvN4wE79-ZoDQ5AIKuiuCOf9R86_NQg_bNQPsFgSchIsuRNEAbELyejSNd8h2ao.TpYGdRBF4ZfuH2nKtIZ7f8q9XdxwJg6eDdybyvj89hE&dib_tag=se&keywords=laptop&qid=1722232893&sr=8-14
82,"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 2050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UCX-1694IN  ","61,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozMTEyMDYyNDM3MDk0ODUwOjE3MjIyMzI5MjQ6c3BfYXRmX25leHQ6MzAwMjQ2MDg5NjYxMDMyOjowOjo&url=%2FMSI-i7-12650H-Windows-GeForce-B12UCX-1694IN%2Fdp%2FB0CV9S7ZV6%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.HMFV87_nV1gsNlcEmNpxSYHDxxMY2C4aRUvI80a21O-jeDG4jRPLYLMIw1S2Ur-w3JSFrdUO9XTdgmiLXT5BtweWZywC_JDEmn0NAUsrUR8b1lAKAJEsKPssVPOhwF8X6XIVGFFeSU8p8afhugq32q-7FXA2wEn0EY3eWj45KEaXEIAbpbLlNkPgUITkTzq10e4nhkL8JA1cy0_A8ckiWYP8SHDMFU9iyU2eg-Zmh_M.ls9ZSoHIlxNnOVhO-PiXVSP5yORnXKR0xxVBHCMbX-I%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232924%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
83,"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 5600H, 15.6"" (39.62 cm) FHD OLED, Creator/Gaming Laptop (16GB/512GB SSD/4GB RTX 3050/Win11/Backlit KB/FP Sensor/Silver/1.65 kg), M3500QC-L1502WS  ","66,990",https://amazon.in//ASUS-Vivobook-RTX-3050-Windows-M3500QC-L1502WS/dp/B0BMPPSLHZ/ref=sr_1_127?dib=eyJ2IjoiMSJ9.D7FXc6Lns10-6jTrag1-hjgulKfZ7wc-jKdaix1AKVu8fORrvKlys_7k0wPjT7tFnxzeUv5Ti066GNnAKlvhJDTW72a5k6UsR7sKFU0DxTEZy1RGJ9ptD0GW9pYRdSo6vPRDPT6Rgs-eKLZxENCDxAALwDHCnGzdhXvOEqIyzUv7L4FtXBnRv39gYqEkdgYIIFmqUcP9EIlrLAa7vfxRSv6szSoCYDxtk2k44nchE8E.Gf9_Q9wlyLSJ5ahvcSgMs_1JR95Bjp4wBgAeA9gcs0M&dib_tag=se&keywords=laptop&qid=1722232953&sr=8-127
84,"AVITA Laptop Liber E Intel Core I3-1215U 15.6 Inch 8Gb Ram, 512Gb Ssd - Windows 11 Home  ","25,990",https://amazon.in//AVITA-Laptop-Liber-Intel-I3-1215U/dp/B0CM66DMF9/ref=sr_1_250?dib=eyJ2IjoiMSJ9.ur7N8NHRCWy4FkCuZSoe4QjRmjiD0YZSgHxjCloxgXSfkf4DI9tE4ed74w06zh86iMIDMA2emW57lfyRsSlTe_3QqxyTJh66gYcQEb5Ah-mhyf8yTJfZvuWAosg21QMGUmRDLvQ749BDyPHLzmjF-lZ997up3eCOsoz8_AcRHhW1e5VjjlYrO22-HvhGN7adAEy70WBe85ZiQluMEIl-tbXVFro0MYzu7_OfwGOOZB4.u6iUG3uhbuSY5LAJRRLGaFC9WoVQPYGne0POqGA5xmU&dib_tag=se&keywords=laptop&qid=1722233015&sr=8-250
85,"ASUS Vivobook 15X (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Silver/1.6 kg), K3504VAB-NJ322WS  ","39,649",https://amazon.in//ASUS-Vivobook-i3-1315U-Windows-K3504VAB-NJ322WS/dp/B0BRY1GJC2/ref=sr_1_176?dib=eyJ2IjoiMSJ9.jXQuvlZtegS9ouQO07117qLBnvlIpr-AfuIMdp2MfzGI519XE94OM1GROkhlM3vZA-k-mqoJArtDkEFwIAN0snmzj10fMB0TN-mUHKvp3c-KjQS3w-Baq0c-yRBJjKzBTrbyR_Lvc4or2lfmsiqVyqTUakCkK3VQWyQjTF2J9HPz31YR1zXIJYEyLFhDF70c75EL_r8-RGFCZyIuVO90-ystS9nFv_ORix8-epDGmaA.CjCv1U1UzbVK-M70zyS3eHilRIGLHc2U8sv5N7C8v-U&dib_tag=se&keywords=laptop&qid=1722232974&sr=8-176
86,"HP Victus Gaming Laptop,12th Gen Intel Core i5-12450H,4GB RTX 3050 GPU,15.6-inch(39.6 cm),FHD,IPS,16GB DDR4,512GB SSD,Backlit KB,Dual speakers (MSO, Blue,2.37 kg),fa0666TX/fa0444tx  ","68,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NzczNzQyMjg2NjA0MjA0OjE3MjIyMzI5NDU6c3BfYXRmX25leHQ6MzAwMTIwMDExNzMyMjMyOjowOjo&url=%2FHP-i5-12450H-15-6-inch-Response-fa0666TX%2Fdp%2FB0C2HZYM87%2Fref%3Dsr_1_98_sspa%3Fdib%3DeyJ2IjoiMSJ9.ed3pnuabF7Jj-AHSG-arE3ASK8Yc1A02BdZb9b8Cnshk37SF-vSn8M11wcjbwe3GkaaP_CNI5lfLj5M-KSyIX-WLQVaAV5wA5L7IMzOl8ttHXwBReITU217HPie1RBYhSoGIUJdkLeItU1TwJ0ZU25Nk3y9keWohHxCZrbhlZYHga7GP8nCBJlQzs9QVcVyzdrkG4IJY55vv2iuxX9S8da5LEwNlxah87Q6nmo8jbLE.8TVE4sNyvEv-NkU5DapBNpmkYXRjdULpfU6A7IvzXTs%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232945%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
87,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ","72,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2Mjk1ODUyNTY3NjU3Mzg5OjE3MjIyMzI5ODE6c3BfbXRmOjMwMDI0ODMzNDI3MzczMjo6MDo6&url=%2FLenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN%2Fdp%2FB0D8HXWJFK%2Fref%3Dsr_1_187_sspa%3Fdib%3DeyJ2IjoiMSJ9.n6lQotXI1RGFEyfp2MlROYxpcG1bx0bM770q3GPKMNOjhdfu_xGxkKIRflGGDmg1og3PlhD1g5xZo3PM4MZmR8NDh86q55G4TvEXPCPGLllm8Gutm_z4W50QaHSGhuliC9VU7oAaC-GYqfcm8vo85PwbpQUJyMquHkkM0MsdMxyir08to-wiLPfNDnMgtag-JVdgz3pCNeN4SMyrtLCZDZ-43KvX7z2bqn6qDLqNvnI.fo4SeDnh7CW3NU9luts7O1xS9Ko6tbeXzR3cr3syFUY%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1722232981%26sr%3D8-187-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
88,"Hp Envy X360,Enhanced By Ai,Intel Core Ultra 7 155U,14-"" (35.6 Cm),2.8K,32Gb Lpddr5,1Tb Ssd,Intel Graphics,5Mp Ir Camera,Copilot Key,Poly Studio (Win 11,Mso 2021,Blue,1.44 Kg),Fc0100Tu-Windows 11 Home  ","1,29,990",https://amazon.in//Enhanced-Lpddr5-Graphics-Copilot-Fc0100Tu-Windows/dp/B0CWFG8ZQM/ref=sr_1_288?dib=eyJ2IjoiMSJ9.YSgS0qxTq8KLZGT9zvKmeHXRrM3h4e9M7hzMCv4YvRZgCxg2dBKN2GpgZ4hKWwqx6LRx6wjAin01qaxOBFNUIYpTtBtMWBr2SPjIvH7Q2jH066ALp3PBBLoFCIOUFM1Zh_-9R76Su166fuaSjsYJZLLlEADUHjmmO1cr_qv3eyK5NJWu26PjWToZVnPzFByM7RXbHmEMXjkZGnEy8G5iS4LXnV3QEWd8pqMnHqryWLc.Umdn9mSsX5lSDNZTsAqYQVMDkkQ-gSDAZUQ5dIeMQJs&dib_tag=se&keywords=laptop&qid=1722233030&sr=8-288
89,"ASUS TUF Gaming A15 (2024), 15.6"" (39.62cm) FHD 144Hz, AMD Ryzen 9 8945H, Gaming Laptop (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Mecha Gray/2.20 Kg), FA507UI-LP066WS  ","1,42,000",https://amazon.in//ASUS-39-62cm-GeForce-Windows-FA507UI-LP066WS/dp/B0D25V3M8R/ref=sr_1_298?dib=eyJ2IjoiMSJ9.3XhE8oO9NwTShsDV2tahsReFR7YJj3QMi3V70clPFgZC146k8FV8l8fmS0q4aL6FjCobs-582lY2OoM1948Zo09C0x9XPnhnp8skPLNt1Vo1oedgQe2oh-sOdjh9YDGMJkFXD3wp99kZr74sZlC5WjHnh5quHSrHQ56WTE0rDQ4h5m4ZthbZ3XshbQoavcy8NFlVu_Kx7az2YUguv2x1rbU0XusOLTR69xEeRd5TKbI.o5mXlzs3HSg0zDH5ZYnwZxqxLtlF_kCEAuAYpGD2QBM&dib_tag=se&keywords=laptop&qid=1722233036&sr=8-298
90,"Dell 15 Thin & Light Laptop, Intel Core i5-1235U Processor/16GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.62cm) FHD Display/Windows 11 + MSO'21/15 Month McAfee/Carbon Black/Spill-Resistant KB/1.69kg  ","54,990",https://amazon.in//Dell-Vostro-Metal-i5-1235U-35-56Cms/dp/B0BQJ7WR2R/ref=sr_1_23?dib=eyJ2IjoiMSJ9.Gusni2XV9ZEUN8sNsrReSIDb8mfzrFUxSrMSchyq0JCLq1gWXyd-d5Ektol9X5UeojmgfsCrpCxw5_23kIJt-JP8TAeRBUhWzZKAzQMFRia_pEXHtMVjmEnjAxEqLu2wvtvu503WShIRku0h5qFQit5WNArEvpWcszWQxYh0e1-BRqxs-vfY-WUCaSlBx4ZhmqhZto6CoNU4tV2cIh24OautzdjKyeZzVJKERgASQ7U.wjLEnoz3LdjjbAhs4KNsJQK9WGjs0Df1iyyNB-CdS1s&dib_tag=se&keywords=laptop&qid=1722232905&sr=8-23
